"Reporting date","Name of health care institution","Region","District","address","EDRPOU code of health care institution","Latitude","Longitude","Hospitalization","Number of artificial respirating units in health care institution","Number of recovery cases among people with confirmed COVID-19 diagnosis during reporting interval","Number of beds adaptated for hospitalization of peolple with suspected SARS-CoV-2 (2019-nCoV) coronavirus infection","Number of peolple with suspected SARS-CoV-2 (2019-nCoV) coronavirus infection, whoes cases wait for laboratory confirmation","Number of peolple with suspected SARS-CoV-2 (2019-nCoV) coronavirus infection, whoes cases registered during reported period","Number of peolple with confirmed COVID-19 diagnosis, affected by SARS-CoV-2 (2019-nCoV) coronavirus infection, under medical treatment","Number of people whoes COVID-19 diagnosis confirmed during reporting period","Number of fatal cases among people with confirmed COVID-19 diagnosis during reporting interval","State"
2020-02-20,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-02-21,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-02-22,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-02-23,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-02-24,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-02-25,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-02-26,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-02-27,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-02-28,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-02-29,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-03-01,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-03-02,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-03-03,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-03-04,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-03-05,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-03-06,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-03-07,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-03-08,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-03-09,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-03-10,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-03-11,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-03-12,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-03-13,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-03-14,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-03-15,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-03-16,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-03-17,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-03-18,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-03-19,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-03-20,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-03-21,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-03-22,"7. Комунальне некомерційне підприємство Васильківської районної ради «Васильківська центральна районна лікарня»","KiYivska","VasilkIvskiy","m. VasilkIv, vul. DekabristIv, 87","01994385","50.201378217","30.312494273",0,8,0,34,0,0,0,0,0,"Not found"
2020-02-01,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-02,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-03,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-04,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-05,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-06,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-07,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-08,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-09,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-10,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-11,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-12,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-13,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-14,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-15,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-16,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-17,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-18,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-19,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-20,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-21,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-22,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-23,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-24,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-25,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-26,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-27,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-28,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-02-29,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-03-01,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-03-02,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-03-03,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-03-04,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-03-05,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-03-06,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-03-07,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-03-08,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-03-09,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-03-10,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-03-11,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-03-12,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-03-13,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-03-14,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-03-15,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-03-16,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",0,14,0,31,0,0,0,0,0,"Not found"
2020-03-17,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",1,14,0,31,0,0,0,0,0,"Not found"
2020-03-19,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",1,14,0,31,0,0,0,0,0,"Not found"
2020-03-20,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",1,14,0,31,0,0,0,0,0,"Not found"
2020-03-21,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",1,14,0,31,0,0,0,0,0,"Not found"
2020-03-22,"10. Комунальне некомерційне підприємство  «Броварська багатопрофільна клінічна лікарня» БРР БМР","KiYivska",NA,"m. Brovari, vul. Shevchenko, 14","01994497","50.510931013","30.764942274",2,14,0,31,0,0,0,0,0,"Not found"
2020-02-01,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-02,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-03,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-04,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-05,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-06,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-07,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-08,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-09,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-10,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-11,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-12,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-13,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-14,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-15,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-16,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-17,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-18,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-19,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-20,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-21,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-22,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-23,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-24,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-25,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-26,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
2020-02-27,"8. КНП «Центральна районна лікарня Києво-Святошинської районної ради»","KiYivska","KiEvo-Svyatoshinskiy","m. Boyarka, vul. SobornostI, 51","01994669","50.330963777","30.276410608",0,18,0,40,0,0,0,0,0,"Not found"
