"","Region","District","Name of health care institution","Health care institution address","Latitude","Longitude","Date and time of data actuality (end of reporting interval)","Reporting date","EDRPOU code of health care institution","Number of artificial respirating units in health care institution","Кількість випадків одужання серед осіб із підтвердженим діагнозом COVID-19 протягом звітного періоду","Number of recovery cases among people with confirmed COVID-19 diagnosis during reporting interval","Number of beds adaptated for hospitalization of peolple with suspected SARS-CoV-2 (2019-nCoV) coronavirus infection","Number of peolple with suspected SARS-CoV-2 (2019-nCoV) coronavirus infection, whoes cases wait for laboratory confirmation","Number of peolple with suspected SARS-CoV-2 (2019-nCoV) coronavirus infection, whoes cases registered during reported period","Number of peolple with confirmed COVID-19 diagnosis, affected by SARS-CoV-2 (2019-nCoV) coronavirus infection, who refused hospitalization","Number of peolple with confirmed COVID-19 diagnosis, affected by SARS-CoV-2 (2019-nCoV) coronavirus infection, under medical treatment","Number of peolple with confirmed COVID-19 diagnosis, who refused hospitalization during reporting inteval","Number of people whoes COVID-19 diagnosis confirmed during reporting period","Number of fatal cases among people with confirmed COVID-19 diagnosis during reporting interval","Note","State"
"878","Київська","Васильківський","КНП ""Васильківська центральна районна лікарня""","м. Васильків, вул. Декабристів, 87","50.201378217","30.312494273",2020-03-16 09:00:00,2020-03-15,"01994385",0,0,0,34,0,0,0,0,0,0,0,NA,"Не виявлено"
"879","Київська","Кагарлицький","КНП ""Кагарлицька центральна районна лікарня""","м. Кагарлик, вул. Паркова, 10","49.862917580","30.823122500",2020-03-16 09:00:00,2020-03-15,"01994416",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"880","Київська","Києво-Святошинський","КНП ""Київська обласна дитяча лікарня""","м. Боярка, вул. Хрещатик, 83","50.318723071","30.295198377",2020-03-16 09:00:00,2020-03-15,"01994451",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"881","Київська","Києво-Святошинський","КНП ""Центральна районна лікарня Києво-Святошинської районної ради""","м. Боярка, вул. Соборності, 51","50.330963777","30.276410608",2020-03-16 09:00:00,2020-03-15,"01994669",0,0,0,40,0,0,0,0,0,0,0,NA,"Не виявлено"
"882","Київська","Макарівський","КНП ""Макарівська центральна районна лікарня""","м. Макарів, вул. Б.Хмельницького, 62-А","50.463586","29.799485",2020-03-16 09:00:00,2020-03-15,"01994698",0,0,0,4,0,0,0,0,0,0,0,NA,"Не виявлено"
"883","Київська","Миронівський","КНП ""Миронівська центральна районна лікарня""","м. Миронівка, вул. Благовіщенська, 96","49.677070683","30.979852801",2020-03-16 09:00:00,2020-03-15,"01994149",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"884","Київська","Таращанський","КНП ""Таращанська центральна районна лікарня""","м. Тараща, вул. Шевченка, 66","49.557990888","30.499331485",2020-03-16 09:00:00,2020-03-15,"01994215",0,0,0,5,0,0,0,0,0,0,0,NA,"Не виявлено"
"885","Київська","Тетіївський","КНП ""Тетіївська центральна районна лікарня""","м. Тетіїв, вул. Цвіткова, 26","49.363398827","29.684158174",2020-03-16 09:00:00,2020-03-15,"00994221",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"886","Київська","Яготинський","КНП ""Яготинська центральна районна лікарня""","м. Яготин, вул. Незалежності, 71","50.270673524","31.763791993",2020-03-16 09:00:00,2020-03-15,"01994422",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"887","Київська","-","КНП ""Білоцерківська міська лікарня № 3""","м. Біла Церква, вул. Карбишева, 12","49.818137816","30.121413601",2020-03-17 09:00:00,2020-03-16,"01994592",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"888","Київська","-","КНП ""Переяслав-Хмельницька центральна районна лікарня""","м. Переяслав, вул. Богдана Хмельницького, 137","50.064280878","31.440849524",2020-03-17 09:00:00,2020-03-16,"01994161",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"889","Київська","-","КНП ""Броварська багатопрофільна клінічна лікарня""","м. Бровари, вул. Шевченко, 14","50.510931013","30.764942274",2020-03-17 09:00:00,2020-03-16,"01994497",0,0,0,31,0,0,0,0,0,0,0,NA,"Не виявлено"
"890","Київська","Баришівський","КНП ""Баришівська центральна районна лікарня""","смт. Баришівка, вул. Київський шлях, 126","50.366249180","31.306350970",2020-03-17 09:00:00,2020-03-16,"01994379",0,0,0,7,0,0,0,0,0,0,0,NA,"Не виявлено"
"891","Київська","Васильківський","КНП ""Васильківська центральна районна лікарня""","м. Васильків, вул. Декабристів, 87","50.201378217","30.312494273",2020-03-17 09:00:00,2020-03-16,"01994385",0,0,0,34,0,0,0,0,0,0,0,NA,"Не виявлено"
"892","Київська","Кагарлицький","КНП ""Кагарлицька центральна районна лікарня""","м. Кагарлик, вул. Паркова, 10","49.862917580","30.823122500",2020-03-17 09:00:00,2020-03-16,"01994416",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"893","Київська","Києво-Святошинський","КНП ""Київська обласна дитяча лікарня""","м. Боярка, вул. Хрещатик, 83","50.318723071","30.295198377",2020-03-17 09:00:00,2020-03-16,"01994451",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"894","Київська","Києво-Святошинський","КНП ""Центральна районна лікарня Києво-Святошинської районної ради""","м. Боярка, вул. Соборності, 51","50.330963777","30.276410608",2020-03-17 09:00:00,2020-03-16,"01994669",0,0,0,40,0,0,0,0,0,0,0,NA,"Не виявлено"
"895","Київська","Макарівський","КНП ""Макарівська центральна районна лікарня""","м. Макарів, вул. Б.Хмельницького, 62-А","50.463586","29.799485",2020-03-17 09:00:00,2020-03-16,"01994698",0,0,0,4,0,0,0,0,0,0,0,NA,"Не виявлено"
"896","Київська","Миронівський","КНП ""Миронівська центральна районна лікарня""","м. Миронівка, вул. Благовіщенська, 96","49.677070683","30.979852801",2020-03-17 09:00:00,2020-03-16,"01994149",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"897","Київська","Таращанський","КНП ""Таращанська центральна районна лікарня""","м. Тараща, вул. Шевченка, 66","49.557990888","30.499331485",2020-03-17 09:00:00,2020-03-16,"01994215",0,0,0,5,0,0,0,0,0,0,0,NA,"Не виявлено"
"898","Київська","Тетіївський","КНП ""Тетіївська центральна районна лікарня""","м. Тетіїв, вул. Цвіткова, 26","49.363398827","29.684158174",2020-03-17 09:00:00,2020-03-16,"00994221",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"899","Київська","Яготинський","КНП ""Яготинська центральна районна лікарня""","м. Яготин, вул. Незалежності, 71","50.270673524","31.763791993",2020-03-17 09:00:00,2020-03-16,"01994422",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"900","Київська","-","КНП ""Білоцерківська міська лікарня № 3""","м. Біла Церква, вул. Карбишева, 12","49.818137816","30.121413601",2020-03-18 09:00:00,2020-03-17,"01994592",0,0,0,10,1,1,0,0,0,0,0,NA,"Підозра"
"901","Київська","-","КНП ""Броварська багатопрофільна клінічна лікарня""","м. Бровари, вул. Шевченко, 14","50.510931013","30.764942274",2020-03-18 09:00:00,2020-03-17,"01994497",0,0,0,31,1,1,0,0,0,0,0,NA,"Підозра"
"902","Київська","-","КНП ""Переяслав-Хмельницька центральна районна лікарня""","м. Переяслав, вул. Богдана Хмельницького, 137","50.064280878","31.440849524",2020-03-18 09:00:00,2020-03-17,"01994161",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"903","Київська","Баришівський","КНП ""Баришівська центральна районна лікарня""","смт. Баришівка, вул. Київський шлях, 126","50.366249180","31.306350970",2020-03-18 09:00:00,2020-03-17,"01994379",0,0,0,7,0,0,0,0,0,0,0,NA,"Не виявлено"
"904","Київська","Васильківський","КНП ""Васильківська центральна районна лікарня""","м. Васильків, вул. Декабристів, 87","50.201378217","30.312494273",2020-03-18 09:00:00,2020-03-17,"01994385",0,0,0,34,0,0,0,0,0,0,0,NA,"Не виявлено"
"905","Київська","Вишгородський","КНП ""Вишгородський районний центр первинної медико-санітарної допомоги""","м. Вишгород, вул. Кургузова, 1","50.581253814","30.476355722",2020-03-18 09:00:00,2020-03-17,"38423901",0,0,0,2,2,2,0,0,0,0,0,"2 - амбулаторно","Підозра"
"906","Київська","Кагарлицький","КНП ""Кагарлицька центральна районна лікарня""","м. Кагарлик, вул. Паркова, 10","49.862917580","30.823122500",2020-03-18 09:00:00,2020-03-17,"01994416",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"907","Київська","Києво-Святошинський","МЦ ""Добробут""","с. Софіївська Борщагівка, вул. Яблунева, 26","50.400857430","30.392321796",2020-03-18 09:00:00,2020-03-17,"99999999",0,0,0,0,0,0,1,0,1,1,0,NA,"Підтверджено"
"908","Київська","Києво-Святошинський","КНП ""Київська обласна дитяча лікарня""","м. Боярка, вул. Хрещатик, 83","50.318723071","30.295198377",2020-03-18 09:00:00,2020-03-17,"01994451",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"909","Київська","Києво-Святошинський","КНП ""Центральна районна лікарня Києво-Святошинської районної ради""","м. Боярка, вул. Соборності, 51","50.330963777","30.276410608",2020-03-18 09:00:00,2020-03-17,"01994669",0,0,0,40,0,0,0,0,0,0,0,NA,"Не виявлено"
"910","Київська","Макарівський","КНП ""Макарівська центральна районна лікарня""","м. Макарів, вул. Б.Хмельницького, 62-А","50.463586","29.799485",2020-03-18 09:00:00,2020-03-17,"01994698",0,0,0,4,0,0,0,0,0,0,0,NA,"Не виявлено"
"911","Київська","Миронівський","КНП ""Миронівська центральна районна лікарня""","м. Миронівка, вул. Благовіщенська, 96","49.677070683","30.979852801",2020-03-18 09:00:00,2020-03-17,"01994149",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"912","Київська","Таращанський","КНП ""Таращанська центральна районна лікарня""","м. Тараща, вул. Шевченка, 66","49.557990888","30.499331485",2020-03-18 09:00:00,2020-03-17,"01994215",0,0,0,5,0,0,0,0,0,0,0,NA,"Не виявлено"
"913","Київська","Тетіївський","КНП ""Тетіївська центральна районна лікарня""","м. Тетіїв, вул. Цвіткова, 26","49.363398827","29.684158174",2020-03-18 09:00:00,2020-03-17,"00994221",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"914","Київська","Яготинський","КНП ""Яготинська центральна районна лікарня""","м. Яготин, вул. Незалежності, 71","50.270673524","31.763791993",2020-03-18 09:00:00,2020-03-17,"01994422",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"915","Кіровоградська","-","КНП ""Кіровоградська обласна лікарня""","м. Кропивницький, просп. Університетський, 2/5","48.505474289","32.219334424",2020-02-27 09:00:00,2020-02-26,"01994942",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"916","Кіровоградська","-","КНП ""Центральна міська лікарня, стаціонар №1""","м. Кропивницький, вул. Фортеця, 21","48.508331380","32.266261029",2020-02-27 09:00:00,2020-02-26,"05493846",0,0,0,135,0,0,0,0,0,0,0,NA,"Не виявлено"
"917","Кіровоградська","-","КНП ""Кіровоградська обласна лікарня""","м. Кропивницький, просп. Університетський, 2/5","48.505474289","32.219334424",2020-02-28 09:00:00,2020-02-27,"01994942",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"918","Кіровоградська","-","КНП ""Центральна міська лікарня, стаціонар №1""","м. Кропивницький, вул. Фортеця, 21","48.508331380","32.266261029",2020-02-28 09:00:00,2020-02-27,"05493846",0,0,0,135,0,0,0,0,0,0,0,NA,"Не виявлено"
"919","Кіровоградська","-","КНП ""Центральна міська лікарня, стаціонар №1""","м. Кропивницький, вул. Фортеця, 21","48.508331380","32.266261029",2020-03-02 09:00:00,2020-03-01,"05493846",0,0,0,135,1,1,0,0,0,0,0,NA,"Підозра"
"920","Кіровоградська","-","КНП ""Кіровоградська обласна лікарня""","м. Кропивницький, просп. Університетський, 2/5","48.505474289","32.219334424",2020-03-02 09:00:00,2020-03-01,"01994942",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"921","Кіровоградська","-","КНП ""Кіровоградська обласна лікарня""","м. Кропивницький, просп. Університетський, 2/5","48.505474289","32.219334424",2020-03-03 09:00:00,2020-03-02,"01994942",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"922","Кіровоградська","-","КНП ""Центральна міська лікарня, стаціонар №1""","м. Кропивницький, вул. Фортеця, 21","48.508331380","32.266261029",2020-03-03 09:00:00,2020-03-02,"05493846",0,0,0,135,0,0,0,0,0,0,0,NA,"Не виявлено"
"923","Кіровоградська","-","КНП ""Кіровоградська обласна лікарня""","м. Кропивницький, просп. Університетський, 2/5","48.505474289","32.219334424",2020-03-04 09:00:00,2020-03-03,"01994942",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"924","Кіровоградська","-","КНП ""Центральна міська лікарня, стаціонар №1""","м. Кропивницький, вул. Фортеця, 21","48.508331380","32.266261029",2020-03-04 09:00:00,2020-03-03,"05493846",0,0,0,135,0,0,0,0,0,0,0,NA,"Не виявлено"
"925","Кіровоградська","-","КНП ""Кіровоградська обласна лікарня""","м. Кропивницький, просп. Університетський, 2/5","48.505474289","32.219334424",2020-03-05 09:00:00,2020-03-04,"01994942",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"926","Кіровоградська","-","КНП ""Центральна міська лікарня, стаціонар №1""","м. Кропивницький, вул. Фортеця, 21","48.508331380","32.266261029",2020-03-05 09:00:00,2020-03-04,"05493846",0,0,0,135,0,0,0,0,0,0,0,NA,"Не виявлено"
"927","Кіровоградська","-","КНП ""Кіровоградська обласна лікарня""","м. Кропивницький, просп. Університетський, 2/5","48.505474289","32.219334424",2020-03-06 09:00:00,2020-03-05,"01994942",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"928","Кіровоградська","-","КНП ""Центральна міська лікарня, стаціонар №1""","м. Кропивницький, вул. Фортеця, 21","48.508331380","32.266261029",2020-03-06 09:00:00,2020-03-05,"05493846",0,0,0,135,0,0,0,0,0,0,0,NA,"Не виявлено"
"929","Кіровоградська","-","КНП ""Кіровоградська обласна лікарня""","м. Кропивницький, просп. Університетський, 2/5","48.505474289","32.219334424",2020-03-10 09:00:00,2020-03-09,"01994942",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"930","Кіровоградська","-","КНП ""Центральна міська лікарня, стаціонар №1""","м. Кропивницький, вул. Фортеця, 21","48.508331380","32.266261029",2020-03-10 09:00:00,2020-03-09,"05493846",0,0,0,135,0,0,0,0,0,0,0,NA,"Не виявлено"
"931","Кіровоградська","-","КНП ""Кіровоградська обласна лікарня""","м. Кропивницький, просп. Університетський, 2/5","48.505474289","32.219334424",2020-03-11 09:00:00,2020-03-10,"01994942",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"932","Кіровоградська","-","КНП ""Центральна міська лікарня, стаціонар №1""","м. Кропивницький, вул. Фортеця, 21","48.508331380","32.266261029",2020-03-11 09:00:00,2020-03-10,"05493846",0,0,0,135,0,0,0,0,0,0,0,NA,"Не виявлено"
"933","Кіровоградська","-","КНП ""Кіровоградська обласна лікарня""","м. Кропивницький, просп. Університетський, 2/5","48.505474289","32.219334424",2020-03-12 09:00:00,2020-03-11,"01994942",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"934","Кіровоградська","-","КНП ""Центральна міська лікарня, стаціонар №1""","м. Кропивницький, вул. Фортеця, 21","48.508331380","32.266261029",2020-03-12 09:00:00,2020-03-11,"05493846",0,0,0,135,0,0,0,0,0,0,0,NA,"Не виявлено"
"935","Кіровоградська","-","КНП ""Кіровоградська обласна лікарня""","м. Кропивницький, просп. Університетський, 2/5","48.505474289","32.219334424",2020-03-13 09:00:00,2020-03-12,"01994942",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"936","Кіровоградська","-","КНП ""Центральна міська лікарня, стаціонар №1""","м. Кропивницький, вул. Фортеця, 21","48.508331380","32.266261029",2020-03-13 09:00:00,2020-03-12,"05493846",0,0,0,135,0,0,0,0,0,0,0,NA,"Не виявлено"
"937","Кіровоградська","-","КНП ""Кіровоградська обласна лікарня""","м. Кропивницький, просп. Університетський, 2/5","48.505474289","32.219334424",2020-03-14 09:00:00,2020-03-13,"01994942",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"938","Кіровоградська","-","КНП ""Центральна міська лікарня, стаціонар №1""","м. Кропивницький, вул. Фортеця, 21","48.508331380","32.266261029",2020-03-14 09:00:00,2020-03-13,"05493846",0,0,0,135,0,0,0,0,0,0,0,NA,"Не виявлено"
"939","Кіровоградська","-","КНП ""Кіровоградська обласна лікарня""","м. Кропивницький, просп. Університетський, 2/5","48.505474289","32.219334424",2020-03-15 09:00:00,2020-03-14,"01994942",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"940","Кіровоградська","-","КНП ""Центральна міська лікарня, стаціонар №1""","м. Кропивницький, вул. Фортеця, 21","48.508331380","32.266261029",2020-03-15 09:00:00,2020-03-14,"05493846",0,0,0,135,0,0,0,0,0,0,0,NA,"Не виявлено"
"941","Кіровоградська","-","КНП ""Кіровоградська обласна лікарня""","м. Кропивницький, просп. Університетський, 2/5","48.505474289","32.219334424",2020-03-16 09:00:00,2020-03-15,"01994942",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"942","Кіровоградська","-","КНП ""Центральна міська лікарня, стаціонар №1""","м. Кропивницький, вул. Фортеця, 21","48.508331380","32.266261029",2020-03-16 09:00:00,2020-03-15,"05493846",0,0,0,135,0,0,0,0,0,0,0,NA,"Не виявлено"
"943","Кіровоградська","-","КНП ""Кіровоградська обласна лікарня""","м. Кропивницький, просп. Університетський, 2/5","48.505474289","32.219334424",2020-03-17 09:00:00,2020-03-16,"01994942",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"944","Кіровоградська","-","КНП ""Центральна міська лікарня, стаціонар №1""","м. Кропивницький, вул. Фортеця, 21","48.508331380","32.266261029",2020-03-17 09:00:00,2020-03-16,"05493846",0,0,0,135,0,0,0,0,0,0,0,NA,"Не виявлено"
"945","Кіровоградська","-","КНП ""Кіровоградська обласна лікарня""","м. Кропивницький, просп. Університетський, 2/5","48.505474289","32.219334424",2020-03-18 09:00:00,2020-03-17,"01994942",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"946","Кіровоградська","-","КНП ""Центральна міська лікарня, стаціонар №1""","м. Кропивницький, вул. Фортеця, 21","48.508331380","32.266261029",2020-03-18 09:00:00,2020-03-17,"05493846",0,0,0,135,0,0,0,0,0,0,0,NA,"Не виявлено"
"947","Луганська","Міловський","КНП ""Міловська центральна районна лікарня""","смт. Мілове, вул Мира, 44","49.379784131","40.135084285",2020-02-27 09:00:00,2020-02-26,"01983571",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"948","Луганська","Новопсковський","КНП ""Новопсковське районне територіальне медичне об’єднання""","смт. Новопсков, вул. Українська, 101А","49.547051830","39.092525694",2020-02-27 09:00:00,2020-02-26,"01983594",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"949","Луганська","Станично-Луганський","КНП ""Станично-Луганське районне  територіальне медичне об’єднання"".","смт. Станиця Луганська, вул. 5-та лінія, 39","48.665545929","39.501912720",2020-02-27 09:00:00,2020-02-26,"01983602",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"950","Луганська","-","КНП ""Рубіжанська центральна міська лікарня""","м. Рубіжне, вул. Студентська, 19","49.024594188","38.357225009",2020-02-27 09:00:00,2020-02-26,"01983683",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"951","Луганська","Старобільський","КНП ""Старобільське  районне територіальне медичне об’єднання""","м. Старобільськ, вул Моностирська, 67","49.281546728","38.897801128",2020-02-27 09:00:00,2020-02-26,"01983714",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"952","Луганська","-","КНП ""Сєвєродонецька міська багатопрофільна лікарня""","м. Сєвєродонецьк, вул. Єгорова, 2б","48.958906083","38.490041527",2020-02-27 09:00:00,2020-02-26,"37747995",0,0,0,60,0,0,0,0,0,0,0,NA,"Не виявлено"
"953","Луганська","Міловський","КНП ""Міловська центральна районна лікарня""","смт. Мілове, вул Мира, 44","49.379784131","40.135084285",2020-02-28 09:00:00,2020-02-27,"01983571",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"954","Луганська","Новопсковський","КНП ""Новопсковське районне територіальне медичне об’єднання""","смт. Новопсков, вул. Українська, 101А","49.547051830","39.092525694",2020-02-28 09:00:00,2020-02-27,"01983594",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"955","Луганська","Станично-Луганський","КНП ""Станично-Луганське районне  територіальне медичне об’єднання"".","смт. Станиця Луганська, вул. 5-та лінія, 39","48.665545929","39.501912720",2020-02-28 09:00:00,2020-02-27,"01983602",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"956","Луганська","-","КНП ""Рубіжанська центральна міська лікарня""","м. Рубіжне, вул. Студентська, 19","49.024594188","38.357225009",2020-02-28 09:00:00,2020-02-27,"01983683",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"957","Луганська","Старобільський","КНП ""Старобільське  районне територіальне медичне об’єднання""","м. Старобільськ, вул Моностирська, 67","49.281546728","38.897801128",2020-02-28 09:00:00,2020-02-27,"01983714",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"958","Луганська","-","КНП ""Сєвєродонецька міська багатопрофільна лікарня""","м. Сєвєродонецьк, вул. Єгорова, 2б","48.958906083","38.490041527",2020-02-28 09:00:00,2020-02-27,"37747995",0,0,0,60,0,0,0,0,0,0,0,NA,"Не виявлено"
"959","Луганська","Міловський","КНП ""Міловська центральна районна лікарня""","смт. Мілове, вул Мира, 44","49.379784131","40.135084285",2020-03-02 09:00:00,2020-03-01,"01983571",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"960","Луганська","Новопсковський","КНП ""Новопсковське районне територіальне медичне об’єднання""","смт. Новопсков, вул. Українська, 101А","49.547051830","39.092525694",2020-03-02 09:00:00,2020-03-01,"01983594",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"961","Луганська","Станично-Луганський","КНП ""Станично-Луганське районне  територіальне медичне об’єднання"".","смт. Станиця Луганська, вул. 5-та лінія, 39","48.665545929","39.501912720",2020-03-02 09:00:00,2020-03-01,"01983602",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"962","Луганська","-","КНП ""Рубіжанська центральна міська лікарня""","м. Рубіжне, вул. Студентська, 19","49.024594188","38.357225009",2020-03-02 09:00:00,2020-03-01,"01983683",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"963","Луганська","Старобільський","КНП ""Старобільське  районне територіальне медичне об’єднання""","м. Старобільськ, вул Моностирська, 67","49.281546728","38.897801128",2020-03-02 09:00:00,2020-03-01,"01983714",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"964","Луганська","-","КНП ""Сєвєродонецька міська багатопрофільна лікарня""","м. Сєвєродонецьк, вул. Єгорова, 2б","48.958906083","38.490041527",2020-03-02 09:00:00,2020-03-01,"37747995",0,0,0,60,0,0,0,0,0,0,0,NA,"Не виявлено"
"965","Луганська","Міловський","КНП ""Міловська центральна районна лікарня""","смт. Мілове, вул Мира, 44","49.379784131","40.135084285",2020-03-03 09:00:00,2020-03-02,"01983571",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"966","Луганська","Новопсковський","КНП ""Новопсковське районне територіальне медичне об’єднання""","смт. Новопсков, вул. Українська, 101А","49.547051830","39.092525694",2020-03-03 09:00:00,2020-03-02,"01983594",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"967","Луганська","Станично-Луганський","КНП ""Станично-Луганське районне  територіальне медичне об’єднання"".","смт. Станиця Луганська, вул. 5-та лінія, 39","48.665545929","39.501912720",2020-03-03 09:00:00,2020-03-02,"01983602",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"968","Луганська","-","КНП ""Рубіжанська центральна міська лікарня""","м. Рубіжне, вул. Студентська, 19","49.024594188","38.357225009",2020-03-03 09:00:00,2020-03-02,"01983683",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"969","Луганська","Старобільський","КНП ""Старобільське  районне територіальне медичне об’єднання""","м. Старобільськ, вул Моностирська, 67","49.281546728","38.897801128",2020-03-03 09:00:00,2020-03-02,"01983714",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"970","Луганська","-","КНП ""Сєвєродонецька міська багатопрофільна лікарня""","м. Сєвєродонецьк, вул. Єгорова, 2б","48.958906083","38.490041527",2020-03-03 09:00:00,2020-03-02,"37747995",0,0,0,60,0,0,0,0,0,0,0,NA,"Не виявлено"
"971","Луганська","Міловський","КНП ""Міловська центральна районна лікарня""","смт. Мілове, вул Мира, 44","49.379784131","40.135084285",2020-03-04 09:00:00,2020-03-03,"01983571",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"972","Луганська","Новопсковський","КНП ""Новопсковське районне територіальне медичне об’єднання""","смт. Новопсков, вул. Українська, 101А","49.547051830","39.092525694",2020-03-04 09:00:00,2020-03-03,"01983594",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"973","Луганська","Станично-Луганський","КНП ""Станично-Луганське районне  територіальне медичне об’єднання"".","смт. Станиця Луганська, вул. 5-та лінія, 39","48.665545929","39.501912720",2020-03-04 09:00:00,2020-03-03,"01983602",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"974","Луганська","-","КНП ""Рубіжанська центральна міська лікарня""","м. Рубіжне, вул. Студентська, 19","49.024594188","38.357225009",2020-03-04 09:00:00,2020-03-03,"01983683",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"975","Луганська","Старобільський","КНП ""Старобільське  районне територіальне медичне об’єднання""","м. Старобільськ, вул Моностирська, 67","49.281546728","38.897801128",2020-03-04 09:00:00,2020-03-03,"01983714",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"976","Луганська","-","КНП ""Сєвєродонецька міська багатопрофільна лікарня""","м. Сєвєродонецьк, вул. Єгорова, 2б","48.958906083","38.490041527",2020-03-04 09:00:00,2020-03-03,"37747995",0,0,0,60,0,0,0,0,0,0,0,NA,"Не виявлено"
"977","Луганська","Міловський","КНП ""Міловська центральна районна лікарня""","смт. Мілове, вул Мира, 44","49.379784131","40.135084285",2020-03-05 09:00:00,2020-03-04,"01983571",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"978","Луганська","Новопсковський","КНП ""Новопсковське районне територіальне медичне об’єднання""","смт. Новопсков, вул. Українська, 101А","49.547051830","39.092525694",2020-03-05 09:00:00,2020-03-04,"01983594",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"979","Луганська","Станично-Луганський","КНП ""Станично-Луганське районне  територіальне медичне об’єднання"".","смт. Станиця Луганська, вул. 5-та лінія, 39","48.665545929","39.501912720",2020-03-05 09:00:00,2020-03-04,"01983602",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"980","Луганська","-","КНП ""Рубіжанська центральна міська лікарня""","м. Рубіжне, вул. Студентська, 19","49.024594188","38.357225009",2020-03-05 09:00:00,2020-03-04,"01983683",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"981","Луганська","Старобільський","КНП ""Старобільське  районне територіальне медичне об’єднання""","м. Старобільськ, вул Моностирська, 67","49.281546728","38.897801128",2020-03-05 09:00:00,2020-03-04,"01983714",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
